user_name,user_loc,comment_text
Mercedes, London,"The biggest threat to the monarchy is the divisive, sycophantic and controlling British tabloid press.  Irony at its finest!   "
Waarheid, Amsterdam,"Get rid of them, plea.............se!"
Silly Suffolk lass., Ipswich,"When Prince George comes to the Throne. Maybe our Royal Family will be the same as Denmark, Sweden, Belgium and The Netherlands. I think that William and Catherine are gradually shifting from not being seen other than performing duties. To being part of the community."
Annie, Birmingham,The pressure will be on them as less of them now  to do the work. What will happen when Princesses Anne is no longer around... She carries out out 230 engagements per year! The next generation of working royals will certainly have their work cut out.
Sanmi Falae, Lagos,Insightful of King Charles to downsize and save costs with inevitable progressive unpopularity of the British Monarchy. 
Vernon Spools, UK,When George's time comes the monarchy will be a distant memory.
Cassandra12, Stockport,The age of the individuals doesn't bother me but the age of the mediaeval institution does.
Quirkyone, Brisbane,Bit dramatic. George will have two siblings and their children.
pure1913, nowhere,"And they may have no interest in being ""working"" royals."
Getthhekettleon, Paradise,George won't have any problems. There will always be family members happy to jump on the gravy train.
Dano65, London,Not even a week since the Coronation and you spout this nonsense. The negativity is toxic
Flintofwath, Sheffield,Oh I do hope so. The French and the Russians had the right idea.
Me Myself I, Camberley,"Yes, their respective countries have fabulous heads of state!  Aren't they lucky."
Ssbaddie, Gold Coast,"Looks like they got some random folk out from
The local retirement villagehow glamorous and inspiring the lot are not!"
dickobrien, Renwick,"Charles and other monarchs are there just to sign the papers that the Govt of the day puts in front of them. Period.  And thats not work. The rest of the RF have no legal role or powers, are just hangers on, using their unearned titles to avoid a proper job. There is no need for this 'Royal Family' with hundreds of leeches. "
dickobrien, Renwick,"The whole family are just ribbon cutters, muttering 'and what do you do' to people they couldn't care less about. But it excuses then from having to work. After all who would employ 'Prince' Edward? Without his title this twit would be resitting his car park attendant's course. "
Bee Tolerant, Leeds,"I agree with this article.  Unfortunately, Charles decided a long time ago that Beatrice and Eugenie would not be working royals.  That, imo was a mistake.  Whether Beatrice would be willing to do so now that she has her career, while also being a wife and mother who knows.  While Eugenie lives, it has been reported in Portugal, which is where her husband works.  Meanwhile, Edward's children are still in education and,  of course,  should be allowed to study.  Anne's  children have now made their own lives and have successful careers.  Charles, it appears, has what he wished for. However, imo it is not good for the future of the monachy."
dickobrien, Renwick,"A UGOV poll shows that 79% of the population did not attend a Coronation celebration. This was not reflected in the hysterical descriptions of a rapturous, deferential population in the DM, TV,  and all of the press."
r.purchase9101, Tinseltown,Meghan is already standby queen and can fly in within hours to London and rule England as in days of yore.
AntiIs, Crannie,Perish the thought
r.purchase9101, Tinseltown,Meghan must step in as Deputy Queen .  It is the wish of the entire nation...
Trishhb, Darwin,Put the pipe down. 
Deevon Rebel, Exeter,Slimmed down? There seems to be dozens of them. 
Tonyhodge, Lincolnshire,Let's have a referendum it's the democratic thing to do . If all the royal bootlickers are so convinced that the majority want a royal family then they have nothing to fear . 
maigida, Sidmouth,"Exactly what does the Royal Family do for the Country that ""others"" don't ?"
EnyoEris, London,"First off, who are the others and what do they do?"
Moomin_mamma, Durham,"The term ""burnt out"" seems to be losing its meaning.  How on earth can it relate to the over-privileged Windsors and their ""work""?"
EmmaHarris, North,Half the stuff they do is probably not needed and could be done by others and part of it is creating a role for themselves.
Moomin_mamma, Durham,Fortunately the monarchy is on its way out anyway.
steelgirl, London,Who the heck cares?  Not me or anyone I know!
Nichelle Le, Houston,What is the point of this article?
grangenie, Palma,Things change and people adapt. Nothing to see here! Who knows what will be valued or promoted in the distant future?
Clearform44, Leeds,Burn't out from doing what? 
preacherg, SCOTLAND,I'm hoping the end of the monarch is nigh.  They are not trsutworthy or liked the same Queen Elizabeth was.
phil mallender, bridlington,Your comment is mute. You are either for these scroungers or against. The notion is the same just the people change.
Realviews, England,Prince George will be about 50 to 59 years old by time he's king. So I sure he will have his own family. He might do the same as Queen Victoria and have 9 children.
Mr factual, London,.9 more living off the state.  Great
eeian, Macau,Many moons to come yet. Why worry now.
pats2, surrey,Oh gosh here we go doom and gloom.  Let's just wait and see.
Blue Meany, Here,Clickbait. Time will tell.
SunFunBeach, Nashville,Please stop with the 'they were late' nonsense already. Charles was early. We all watched. We all heard the real time commentary! Wills and Kate were on time but Charles coach got there early and was in front of their car! 
Sense seeker, Marlborough,"Whilst the Falklands war was on a police motorcyclist complained of the number of supposedly minor royals he had never heard of had to be escorted at high speed for no apparent reason!  Far, far too many hangers on, just look at all those that complained they should have been invited to the coronation!"
blake_jake, newport,And ???????
therose58, Dorset,"slim down the patronages, use the Edinburghs and Anne's children "
David4018, Portsmouth,how on earth can you be burnt out opening a few aldi supermarkets a year.
dickobrien, Renwick,What workload? There is no pressing need for minor royals to give their lives a meaning by being patrons etc. or having silly military titles as Princess Anne does.  Let them get proper jobs and learn what real life is like for ordinary people. 
BeverleyMacker, The Big One ,William can bring in who he wants when he gets the top job. I wouldn't be surprised if The York girls and the Edinburgh children are invited into the fold. Sophie and Edward by then will be the elder statesmen to assist too. Along with the 3 Wales children there's ample options. 
mog, down south,But why should the York girls or the Edward and Sophie's children want to be involved.  So many come out with this statement about hangers on but what these don't don't realise is that those on the periphery do some amazing work supporting charities etc.  Why should the younger generation put up with snide hanger on remarks.  Sophie said once that her children would have to work i.e. have careers.  Why should the two younger Wales children want to be treated badly by the press and accused of taking money and being hangers on when they could be earning a living outside of the RF.  this country can't have it both ways.
Openourworld, London,"Ridiculous that the younger generation and all Williams cousins were not included - The late Queen relied on her cousins - most undertook many duties and patronages. William and Catherine cannot do everything and be everywhere, and their children are very young. There are so many organisations that need a next generation figurehead who is active."
mog, down south,"What i have thought all along when Charles has said he wants a slimmed down monarchy.  As you say the Queen had her cousins to call on and support her.  I remember the Duke of Gloucester landing by helicopter on a recreation ground near me.  He was supporting a charity and opening a building.  Very mundane but he did it and with his presence brought publicity to this charity.  This will all disappear.  The Windsor children are isolated they have no royal cousins.  the two younger children are entitled to say, I don't want this life, I want a career."
Openourworld, London,"100% agree - Princess Alexandra and the Duke of Kent look like they wont be able to do much! Freddie & Sophie Windsor are a real credit to their parents, Ella, Beatrice & Eugenie, the Tindalls and Edwards children could keep the Royal patronages going until the three children have families of their own. There are literally thousands of organisations who really benefit and will soon have no royal figurehead."
Churston chancer, Torbay,"This is the real reason Harry left for the US becuse he could see himself and Megan being dumped on.....
Along with Anne,Charles and Camilla only have a few years of being capable of doing a significant workload.
In the short term the load will fall on the Edinburghs and William /Kate until their kids are old enough in 10 years ?
Harry saw that he and Megan would be used until such time as they were no longer needed and then tossed aside, so decided he would determine his future and not William. This is at the heart of the fall out between brothers.

"
SunFunBeach, Nashville,"Oh please. Those whiners left because they were/are jealous. Period. They cannot take being second place, not as in the spotlight. Especially Meghan, cannot stand being upstaged by the wonderful Princess of Wales."
xglm37, Sydney,"Harry's wife boasted she would earn a billion dollars a year when she left the royal family.  Your logic is faulty. By your logic, Princess Anne should have been ""pushed out"" of the royal family 35 years ago. Yet Princess Anne is a very popular hard working senior royal."
Nolier, no,Actually you need only one King or Queen.
BLONDIE43, London,Do er need them ?
yyyyyyy, Sydeny,No. Only Charles is needed so long as all that is asked for is the constitutional role and none of the other ceremonies and visits etc. Queen Victoria managed to disappear from the public for 40 years and was a much beloved Queen. 
JBB, Notts,"The by now famous ""Could"" again."
Anon, UK,Hopefully 
anteater, London,I count 7 in that photo who are in their 70s or 80s. Including the King & Queen. In a matter of only a very few years this is going to be a problem. Even the late Queen when in her nineties went to Sandringham & Balmoral for extended periods. She was fortunate to have enough back up but Charles will not have that looking at the photo again.
UK_Patriot55, London,"The next purge of European monarchy is very soon, not only British monarchy will be gone, Holland, Sweden, Norway, Spain, Denmark, Belgium will also gone"
UK_Patriot55, London,UK won't even last next 10 years 
Nancy-R, TX,"I don't see how the RF can support and highlight their many patronages. Charles won't have the help he needs in 5-10 years. Princess Alexandra and the Duke of Kent are too frail to make any but the most important appearances. By the time William is King, he'll be forturnate to have Edward and Sophie, although I expect Anne will be going strong until she's in her 90s! There needs to be planning done on work William's cousins can do, even if only part-time."
Nancy-R, TX,"I thought the idea of a slimmed-down monarchy was originally premised on Harry and Meghan being working Royals. It might have worked if they'd stayed, but they've poisoned the well and are not coming back."
Dead Gorgeous, Nirvana,"Its all a load of rubbish, wake up Brits its 2023! Unelected and living off the people with an over inflated sense of superiority. Love my republic, we vote them in and out, no lifers living opulent lives for shaking hands."
Slowly, Petaling Jaya ,"Princess Alexandra was supported by Edward and Sophie in the photo, in normal circumstances she will be sitting down.
The King better plan properly for the survival and future of the monarchy"
LordHubris, Cheltenham,Fire went out when QE2 did. All just a panto now.
Mblossom, london,"Absolutely right jn regarding to already having a wonderful life with her husband. I think its greaf both sisters have built a greay life , away from their titles . I was just trying to say that minus the prince and princess of wales , everyone is over the age of 60. That slim down monarchy is looking very anemic , and can't possible last long lol"
Mblossom, london,*ergh* annoying typos! Apologies 
Kristina Fang, New York City,"The Duchess of Cornwall (refuse to call her Princess of Wales) and the Princess Consort (refuse to call her Queen) are my least fave. My faves are Prince Harry, Princess Meghan, and Princess Anne. Change the monarchy laws and make it so that the public can vote for their fave to take crown. You'd have Queen Anne which is way better than King Charles and Camzilla."
Anon, UK,"Yet you continue to give these clews royal titles? It's all fictitious, a construct, there is only natural law - everything else is a delusional figment of the mind."
mog, down south,"I can see how voting in a president has produced great results for your country.  There are no words to describe Trump now convicted in a civil case of sexual assault and his successor a doddery old man going senile.  Is that the best the US can produce?  As for the monarchy you understand nothing, sort out your own system which produces such rubbish."
Qknowsbest, Glenbogle,When George takes over?? These people will either be dead or in wheelchairs. There will be an entirely new group of contemporaries to help George when the time comes. What a dumb article. 
Castlerock, Montreal,You didn't understand the article. There won't be any working royals left of Gorge's generation if too few working royals are retained.
Fordemocracy, NY,"Oh, please.    It simply means more new and expensive clothes for the so-called working   It also means that they should pick more focused and productive cause that will actually make a difference.    "
EmmaT50, Manchester ,"I love the royals nothing anyone says in any country will deflect that, we do not have much in this country. I am so proud of them all so leave them alone "
LoobyLou0001, Runcorn,"What do you mean we don't have much? We have just as much, if not more than other countries, whilst I am glad we have our Royal family that's a dumb thing to say"
Monserrat, Outer Banks,"By all means start putting pressure on Louis and Charlotte now - better remind them daily of their duty to support their brother.  Everyones life should be decided before 2nd grade. Brother, no thanks!!"
Pupis112, NY,"me, my wife and kids have spent the day talking about princess meghan and how she inspires us. my daughter said when she's older she wants to be just like meghan, isn't there anything you guys can do to make her queen? i'm begging you."
BrPeRsheet21, Somewhere-Out-There,How does a traitor inspire you? Make her your Queen then. I am not surprised how people in your country think. 
Jules, Seattle,"She will never be Queen.  Why would your daughter want to be a treasonous, backstabbing grifter that abandons her own family? If I were you I'd worry about my daughter's intentions for you in your old age."
NewYahwkStateofMind, The Ether,Why are you blaming the Sussexes?  Didn't Charles tell Harry there wasn't enough money to support him and Meghan (because Charles was so skint with only $20 million a year).  Were they supposed to do it for free?  For Kate and William's hand me downs?  Charles wanted a slimmed down monarchy and that's what he got.
Daisy1856, Smith Station,No.  Charles said he would not give them money if they weren't going to work!!   Huge difference!   They wanted to ditch the royals except to make money off their titles and Harry's dead mother.   Good Riddance!!!
Russian Princess, Sydney,"The author of the article points out the very young Charles and Anne in the 1953 photo. George, Charlotte and Louis were not present in Charles photo but are nevertheless the youngest family members who will grow up quickly and start assuming more official roles. "
yyyyyyy, Sydeny,"Princess Alexandra is YOUNGER than The Duke of Kent. She turned 86 last Christmas Day having been born 25th December, 1936 while the Duke was born in October 1935 - the last grandchild of George V born in his reign. He is also the last royal to have Edward VIII as his godfather. She also doesn't need the Lady Ogilvy as that is only used on the most formal of occasions."
Mblossom, london,"Beatrice and Eugenie should be apart of this line up, minus their father of course "
mog, down south,"I'm sure they feel well out of it.  In the limelight they were constantly complained about, their clothes, holidays, coming out of nighclubs, their boyfriends, their parents.  They have both married well, got a family and I imagine, don't need the agro of dealing with the press and constant criticism.  They both do some charity work but low key."
Mblossom, london,"Absolutely right in regards to already having a wonderful life with their husbands etc. I  think its great both sisters have built a great life, away from their titles. I was just trying to say that minus the prince and princess of Wales, everyone is over the age of 60. That slim down monarchy is looking very anemic, and can't possible last long lol"
Display Name Here, Town,"How dumb. His siblings will most likely have kids eventually too, and his parents aren't going anywhere anytime soon. Seems the same to me. It's going to be slim for King Will and Queen Katherine! That's who!"
ALICE315, TORQUAY,There's always someone that puts a negative spin on anything.
mog, down south,But it is true and I've thought this for a long time.
jaybris, Brisbane,This could realistically be 40 years away. Stupid article.
Brettblade, Limassol,What a ridiculous family portrait more embarrassing than some of those 'Prom' pictures from the sixties.
ALICE315, TORQUAY,"It's capturing history, you mug."
Colby Bates, Portland ME,James and Louise are too far down the order of succession to become working Royals. What you'll probably see is Beatrice and Eugenie helping out until the Wales children are older. Beatrice and Eugenie are next in line for the throne after Harrys family and their father.
Daisy1856, Smith Station,James and Louise are grandchildren of Queen Elizabeth II. They would be fine working royals if they wanted the job.
anteater, London,Beatrice seems a nice girl. But Eugenie's loyalty is to the Markles.
MadameMoon, Moonville,where is JamesAllenby when we most need him?
Yankee Molly, Toronto,He is probably plum exhausted after the coronation.
Maryeithnemoore, Swinford,Don't think the monanchy will survive after the late Queen 
AVCE64, Victoria,The end of the monarchy was predicted in Queen Victoria's reign yet it's still going and going strong.
Yankee Molly, Toronto,A German Prince Consort was smart and saved the Monarchy from tanking during Queen Victoria's reign. Not the same scenario this go around.
Mr_Edd_The_Head, Sydney,What a silly article.  Does the writer forget that William comes before George who is still a child.  There will be plenty of replacements as the old guard move on.
yyyyyyy, Sydeny,There are no replacements between William and George though. Charles and William have told the York princesses - no - to being working royals. Louise and James have been raised to get other jobs and support themselves so it is about 20 years before any replacements - i.e. when George is 29 and even then he will be younger than William was when he became a full-time working royal at 35. 
MotleyCrew, Middle England,What nonsense. We only 'need' one.
Pupis112, NY,why don't they sell the passport company they have?
exlancslad, London,"Slimming down is not enough, it needs to be closed down completely, get rid of the lot of Royal scroungers."
ALICE315, TORQUAY,"Pressed the wrong button. Do not agree with you. if you don't like our MONARCHY, go and live in Russia."
LondontoNYC, New York,"The uk is a democratic country. If the time comes and the public votes in a referendum, and the monarchy is abolished and you dont like it then maybe you can go live in Russia!"
CutieButCranky, Chicago,It would be highly advisable that the Wales children be properly educated and learn how to be self sufficient with careers of their own.
Daisy1856, Smith Station,I suspect that they will be well educated and able to make a living on their own.
LRoding, Dunmow,Time to boot them out..the monarchy should disappear after Charles
Jeff Toepler, Farmington Hills,There were less crowds on parade  route due to fear of violence..they  police limited crowds
MotleyCrew, Middle England,The roads were fairly busy during the coronation. For a Saturday.
FromVee123, london ,Prince George will have his own family plus his sister and her family and brother his family and maybe just maybe his cousins from across the pond might step up seeing as they are prince and princess now - if not - they should hand those titles back!
Lesley, New Zealand,"A lot of assumptions there - that George will have a family of his own, and that his sister and brother will be interested in being working royals.  They may have their own plans.  And I think we can rule out Archie and Lili who aren't being raised to be royal."
Pupis112, NY,"me and 4 other parents have petitioned our childrens elementary school to teach things about what princess meghan stands for. she's the greatest royal theres ever been and she's a role model for me and countless other people.what britain needs to do is change the rules and allow her to be queen, what you people would gain is unquestionable."
Calliem, Greeley,What being married twice. Handing out pot? 
Jane, Reading,Buy your children 
MyCatSays, Atlantis,George wont get to be king. The monarchy is on the wane.
chris, Sunderland,"I am a monarchist but I believe that slimming down is the way to go. As the older ones depart the younger ones will take over. The monarchy is changing for the first time in 70 years, and so it should. The ""Victorian"" order of the way things work will not work for the future and William an Kate realise this. They are the ones that are leading the change and I think that Charles realises this and paving the way. "
DailyBile, Sunny uplands,"All this guff about a slimmed down RF. it's not just about whether Andy is in or out, it's about how they slim down their demands on the public purse. And pay proper taxes like the rest of us do."
DailyBile, Sunny uplands,Give us a break!
Harold, Bethyname,"Corralling their children? I think you'll find they were with dresses and servants, while the staff sorted out the children. They know zero of the struggles faced by real people."
Fishphilip, Chichester,Imagine the meltdown Charles would have if he found his toothpaste hadn't been put on his toothbrush for him.
Tabitha, Nottingham,"Oh, not that one again. It was while his arm was in plaster."
Sparky 1971, Cannock,No they are not ....whos King our king
Tonto211, Herefordshire,"Try working full time,  paying a mortgage and feeding your family while paying inflated energy prices - that's the definition of Burned Out and that applies to most working families in the UK. "
sunshine4u2c, Pittsburgh,William will hopefully be able to raise his family before becoming King. I say hopefully because he's a devoted father and husband and deserves the opportunity to fulfill this most important role. Charles had the opportunity but squandered his family time doing everything but. I hope Charles can hang in there for Williams and his grandchildren's sake.
Pupis112, NY,"do away with the rest and give us the best, princess meghan!!!"
TJ, San Antonio,"You may need to pay her a hefty salary, plus expense account, benefits, since she said she wasn't paid enough to do the job as a working Royal  and Duchess of Sussex, when she was there."
Calliem, Greeley,You mean look at me look at me?
Shay12, Yorkshire,George will have Charlotte and Louis to help
Russian Princess, Sydney,"Although still very young, Charlotte does seem genuinely interested in her birthright and is respectful of the protocols. I suspect she will play a role similar to her great aunt Anne. "
Olderbutnonethewiser, Batley,Like Leeds United they're heading for relegation!
brit, brum,Didn't miss them during covid lockdown.
dipsy, uk,Would not surprise me if Lady Louise starts taking on royal engagements.  As well as princess Beatrice who is now a chancellor of state.    
Sophie, London,"I think the royal family will really struggle going forward without the Queen and Prince Philip, their never explain never complain outlook keep the monarchy strong, the younger ones now seem to share a little too much with us."
Edknowall, Guildford,It is not the 1800s anymore and this lot are not needed. If we retired them all off tourists would still come here..
Harold, Bethyname,"Yes, history. They come to see the buildings. Practically nobody sees the royals."
LondontoNYC, New York,France is fine
Major Isewater, Mugsborough.,Working is not a word associated with the Windsors.!!
Bobs Dolphin, Sea World,Good.  Let them burn.
mrs.presley, liverpool,All oldies this picture will be changed soon and there after
c_brown, Yarm,Obviously it calls for a reduction in the number of events that the Working Royal Family can attend. There is no way that William and Kate can sustain this pressure on their lives and the lives of their family. 
Yankee Molly, Toronto,Give over.  William and Kate have a plethora of staff and can hire more.
countrygirl24, winchester,They can double their workload and still only be doing half the work of their relatives. They go on several private holidays a year ( every school holiday). They have great PR.
Zaieet, Newtownabbey,I think history will see that picture in a very different way. It contained two people who are not working members of the Royal family.  So Prince Harry was deliberately kept out of the photographs out of spite. The king is giving his son and all other family members a clear Message to keep quiet about what goes on in the royal family even if they do things that would be considered unlawful to the rest of us plebs. 
MNsmartgirl, Minnesota,"The photo is of ""working members"" of the royal family.  It is NOT one of ""the Windsors"".  Vice Admiral Laurence accompanies his wife often.  "
VIVHRH, London,"The resolution to this is simple. Bring forward Beatrice and Eugenie. It's a complete no brainer than the sole princesses of their generation could add huge value, awareness and provide decades of work which the older and lessen known royals can no longer maintain."
Yankee Molly, Toronto,"After being slated for 30+ years for their looks and weight, do you think they want to represent you?"
SOMEBODY, SOMEWHERE  OUTTHERE,"You lot must be getting desperate. After years of bad mouthing them, you now want them to represent you. Desperate indeed."
sciencenerdthesecond, london,"Chuck is going to be around for a while yet, then William will be around for a fair few years after that. This is assuming there's no life-extension technology or medical breakthroughs in the next 30-40 years. Also considering that Liz and her Mum made it to 96 and 101 respectively then chances are when George takes the crown, he won't be an adorable little imp but a bitter middle-aged grump married to some clothes horse and wondering why he couldn't get a proper job like his sister."
MamaBear2021, somewhere,I have always thought they should bring the York Princesses into the working fold. They have never put a foot wrong and could be an amazing addition
Yankee Molly, Toronto,"So why then have the subjects thoroughly enjoyed making fun of the fashion, weights and attractiveness of the York Princesses?"
LynninOz, perth,"@yankeemolly - envy . Tabloids  stirring bitterness if they have the audacity to enjoy an evening out without their babies being with them  and publishing all the nasty comments, inciting the negativity . "
sciencenerdthesecond, london,"They're in jeopardy? Oh my, shall we give them a big slab of taxpayers cash then? Maybe, I dunno cull a few pensioners and put the money saved into boosting Chucks self-esteem and sorting William some new hair?"
Daisy1856, Smith Station,William doesn't need new hair.
Dianaismyqueen, London,Tam.pax queen and king! Such a laugh!
Country Girl, Wiltshire,Yes get rid of them now.
Jhman, Manchester,"Oh grow up ! He will have the next generation of royals, his sister and brother and their offspring and his second cousins , just as Charles has now"
growlley, wigan,"Burnt   out ? They would have to work for a living first,"
CeciliaK, Somewhere in the USA,"Let's not mince words: I trust 8 year old Princess Charlotte to handle the job and know what needs to be done than the whole lot of them, including the King."
SOMEBODY, SOMEWHERE  OUTTHERE,LOL. Desperate indeed.
Daisy1856, Smith Station,Silly
Sloppy_Pants, Poncy London,Best scrap the whole thing then.
Fr Dougal, Dublin,"Oh ffs, what a backward lot. Would you just elect a president."
ndeg, N Yorkshire UK,"Do you really think we want thre likes of Biden, Trump or Nixon!"
Cold Climate, Up North,"Please stop talking, the Royal Family is going just fine, thank you."
Merrimack Valley, Massachusetts,What a load of manure ! ! ! !  Queen Victoria managed perfectly fine and your country didn't go down the toilet.  George will be F I N E .
SOMEBODY, SOMEWHERE  OUTTHERE,"Different times. Britain is supposed to  be  going forward, not backwards."
Yankee Molly, Toronto,"There was no ""long before"" Prince Consort Albert for Queen Victoria.  She married her first cousin quite young.  Luckily for the monarchy, he could read the mood and adjusted their image to stay on the good side of the subjects."
torontoboy45, UK,"Dont you just love these royal experts! They make their living by spreading rumours, speculation and claiming theyve got the inside track by quoting unnamed sources. Theyd earn a more honest crust by selling the big issue."
bob, leeds,"Now can we as tax-payers have a ""slimmed down"" cost - they have empty Palaces all over - like Buckingham Palace and Kensington Palace , Charles now has Highgrove , Balmoral , Birkhall  ,Sandringham and St James Palace - he must cut out some of this property excess with so many homeless !  Why not turn Buckingham Palace into a hostel for refugees - it has 775 rooms ! "
Dianaismyqueen, London,That would be nice. They could rename the Buckingham palace in Dianas honour as gesture of being sorry for everything and make it a homes for poor ones!
ndeg, N Yorkshire UK,I think you need to learn the difference between Crown properties and personally owned ones.
dodgy, Changsha,"The Earl of Wessex, as you call him is now the Duke of Edinburgh, and does plenty of work."
Facts Before Fakes, England,And yet again the DM proves that despite its protestations it is still fundamentally a too| of the establishment.
Pupis112, NY,"so let me get this straight? they cast princess meghan and prince harry aside, based on sheer jelousy because of how popular they are, and now they complain because theres not enough of them? embarrassing but ok, theres a simple answer to this, invite harry and meghan back, give them the titles of prince and princess of scotland, change the laws so meghan could and will be queen, and let her guide the british monarchy through the rocks, sit back and watch her inspire. after all, she is the peoples princess. xxx"
ndeg, N Yorkshire UK,So let me put you straight.  The RF did not cast Harry and Meghan aside based on jealousy.  Meghan decided she didn't like not being top dog like she expected to be and so convinced Harry to leave.
Calliem, Greeley,Princess who?
my opinion3515, Portsmouth,I don't get it. What do they do and what is their pay (out right and in kind)? Most importantly is their pay coming out of your tax dollars? If you are paying for people to simply be on display then just say so. Accident of birth should not convey any rewards by the government.
ndeg, N Yorkshire UK,They are not just 'on display' as you put it.  I suggest you don't comment on things you know nothing about.
Daisy1856, Smith Station,You need to do some research on the Royal Family.  You are obviously ignorant on the subject.
bob_001, Leeds,If you had an elected ceremonial head of state would you be expecting all their relatives to work for you as well? 
ndeg, N Yorkshire UK,No - that's the whole point. They are the Royal FAMILY.
USER-_BEEN-__-BANND, FIVE-HUNDRED-TIMES-BOO-HOO,French republicans are @ r s e - holes and the best advert for keeping the monarchy. They all think THEY are royalty.
Daisy, Jardin,Haha . Some are snooty too.
Denise Winton, nottingham,Load of grifters. 
Denise Winton, nottingham,Camilla has made piers Morgan the voice fir the royals. Against Harry. Choose your dinner guests wisely ma'am. He's causing havoc. 
The Skorpion, London,Angela Lavine and Citronella Whyatt are friends of Camillas too.
USER-_BEEN-__-BANND, FIVE-HUNDRED-TIMES-BOO-HOO,I hope you're not fat-shaming Eugenie.
Daisy1856, Smith Station,"Eugenie is not fat. She is pregnant, dummy."
Tommy Sandwiches, Polegate,Make the Yorkie girls do some work or take their titles away.
MNsmartgirl, Minnesota,"Beatrice and Eugenie get no money from the Crown.  Their titles are a birthright, unlike titles such as Duke and Duchess which were given to them. "
Denise Winton, nottingham,How is 8 people going to do the work needed for thousands of charities. He's shot himself in the foot. The Queen needs to stop entertaining piers Morgan.has she made him the voice fir the royal family. Against Harry. What is going on. 
The Skorpion, London,Angela Lavine and Citronella Whyatt are friends of Camilla.
CC, Anywhere Everywhere,"I agree, I think this is what Princess Anne was trying to convey too. However I do agree with making changes so it's more efficient etc. But the goal is to be efficient while maintaining a high standard of service."
sammy, luton,"If you're a monarchist, then this could be a very scary time for you.  The whole future rests on the Wales damily. If the Prince of Wales does what he did once before and takes the whole family on a journey and heaven forbid they have a crash and all die...whose next ... the US branch and then the disgraced uncle Priince.
If we don't want the us branch on the throne, then I think the King needs to remove them from the line of succession, because they are very close to the top."
Lee Dunn, Glasgow,"who cares, theyre all useless. Get rid"
Myndview, Church Stretton,Time for them all to go
Myndview, Church Stretton,What a silly reply. Not allowed to voice opinion that a republic would be better?
Myndview, Church Stretton,What on earth does that reply mean? Totally silly and childish
NickM, somewhere,Millard talking boll0x
HandyAndy70, Burton upon Trent,"Is it wise to encourage children to follow & ""hero worship"" someone who it has been proven to not follow their own standards that they demand of others?
Who seeks personal gain in the loss & suffering of others?
Hay, if that is the sort of role model you endorse, enjoy your pod cast with your children. They are the adults you created. "
Karriann, Middle Earth,The young children need to return to school and the privacy of their home. They have been far too exposed recently. The work for the elders is appropriate considering their rewards.
Daisy1856, Smith Station,"They were only out of school for the weekend and holiday, right?  Like all the other children in the UK?"
pondlife, farnham," An hereditary  monarch as head of state, fair enough, but why do we also need anyone other than himself/ herself  and their children involved? Let the relatives go and earn a proper living as private individuals. "
Rolos, Right Here,"Personally I'd hate Britain to become a Republic, the politicians et al would simply elevate themselves as nouveaux royalty, move into the vacant palaces and cost us even more."
EnglishBloke, Manchester,"Hasn't happened in the Republic of Ireland, why should that happen here? "
English_Pride, London,"Agreed, which makes the Wales family even more essential to the future of the Monarchy. And causes one to raise eyebrows when reading commenters proclaiming the Princess Royal at age 72 to be indispensable to a successful Carolean Reign. There is only one person or persons essential to the continuation and maintenance of the Monarchy and that is the Wales family. "
Lee1875, Birmingham,The Royal family will probably be in exile by then with the way this country is going
Pupis112, NY,"my kids wanted to watch the coronation, however i didn't tell them that princess meghan (aka the nations sweetheart) wasn't present) they kept asking me, ""where is she?"" i had to break the bad news to them that princess meghan wasn't invited and they broke down in tears, thats when my oldest son jerry started chanting ""we want meghan!"" i've never been so proud! we spent the rest of the day listening to meghans podcast. this is how meghan inspires!"
Over the yard arm., Bradford,"Ha ha, I admire your well developed sense of humour and sarcasm.  Now take your tongue out of your cheek and have a good laugh. "
Calliem, Greeley,If you have kids they should be remove from your care.  Troll.
red dragon, Swansea,A busted flush
allied murica, kansas,"Charles and Camilla can not expect Prince William and Princess of Wales to  take up their duties as well as the ones they already have .          William and Catherine have young children and can not be out everyday doing the king and queen's service .    It is outrageous for Charles and Camilla to think so .  Beatrice and Eugenia would make  good workers for the crown .  Charles and Camilla ,  You have to have others other than William and Catherine ."
EVICHKA, Washington,Offshore to Banglore.
PumaNoir, London,"Somehow I cant help but miss the photograph of The King with the future of the monarchy that would send a message of security & stability. They definitely shouldve thought of a shot of King Charles, Prince William & Prince George. That would be hugely poignant!"
brendasev, Menai Bridge,"Whatever happens, he won't go short, that's for sure,!!"
Philosphical Me, Watford,"Did this paper ever refer to the King's mother as ""Elizabeth"" in a headline?  From what I remember, she was always ""The Queen"".  The King has been crowned.  Show some respect."
ginasevern, Bristol,Hopefully this will spell an organic ending to this gilded cage circus.
Granston, Warrington,Theres more than enough extended family
Bert Puttocks III, Bottomsville,"Once all the fawning fans have passed on, they will be history which is exactly where they belong."
SmithWin, Oceania,"They could outsource some of the work. If some day centre or food bank needs a visit, it 'd be cheaper to hire some sports star or TV presenter to do it."
Redcurrent2, Manchester,Not reading the room are you ??
Teamac, Leicester,"Didn't the queen have three children, who in turn have children. The same with the future new blood. There are also cousins to call upon if needed. The circus of the royal family continues despite it all."
Kitty, Derby,"As a fellow Leicesterarian, I am appalled and embarrassed."
